55|821.517.962-21|4133|20170921224426
55|821.517.962-21|1650|20170921214426
56|761.385.683-62|4277|20170921204426
56|761.385.683-62|3996|20170921194426
56|761.385.683-62|4524|20170921184426
56|761.385.683-62|1162|20170921174426
57|824.876.951-88|1636|20170921164426
57|824.876.951-88|1019|20170921154426
58|956.925.649-47|4027|20170921144426
58|956.925.649-47|5124|20170921134426
58|956.925.649-47|2037|20170921124426
59|163.753.968-16|4879|20170921114426
60|171.967.996-74|2676|20170921104426
60|171.967.996-74|4089|20170921094426
61|131.427.474-00|149|20170921084426
62|211.823.697-23|473|20170921074426
63|341.674.163-36|2088|20170921064426
64|281.636.691-01|1113|20170921054426
64|281.636.691-01|2396|20170921044426
64|281.636.691-01|117|20170921034426
64|281.636.691-01|2779|20170921024426
64|281.636.691-01|1532|20170921014426
64|281.636.691-01|1609|20170921004426
64|281.636.691-01|4440|20170920234426
64|281.636.691-01|848|20170920224426
64|281.636.691-01|1236|20170920214426
65|613.797.763-33|2833|20170920204426
65|613.797.763-33|3781|20170920194426
66|192.555.428-77|3256|20170920184426
67|891.289.811-62|4579|20170920174426
68|541.166.982-02|2910|20170920164426
69|776.918.215-81|601|20170920154426
70|194.684.956-12|3386|20170920144426
71|247.258.451-24|3302|20170920134426
71|247.258.451-24|2937|20170920124426
71|247.258.451-24|2569|20170920114426
71|247.258.451-24|1568|20170920104426
72|738.594.855-39|2559|20170920094426
73|142.866.222-74|3793|20170920084426
73|142.866.222-74|4730|20170920074426
73|142.866.222-74|4095|20170920064426
74|974.171.433-50|687|20170920054426
75|531.318.437-72|315|20170920044426
75|531.318.437-72|4341|20170920034426
76|441.215.914-02|3717|20170920024426
77|243.887.699-91|4797|20170920014426
77|243.887.699-91|4931|20170920004426
77|243.887.699-91|4108|20170919234426
77|243.887.699-91|3600|20170919224426
78|448.974.227-44|3477|20170919214426
78|448.974.227-44|242|20170919204426
78|448.974.227-44|2167|20170919194426
78|448.974.227-44|1549|20170919184426
78|448.974.227-44|4408|20170919174426
79|762.266.128-78|3621|20170919164426
80|883.722.392-74|2297|20170919154426
80|883.722.392-74|1294|20170919144426
80|883.722.392-74|1434|20170919134426
81|389.156.217-94|3028|20170919124426
82|485.684.187-40|1260|20170919114426
82|485.684.187-40|3894|20170919104426
82|485.684.187-40|1983|20170919094426
82|485.684.187-40|1900|20170919084426
82|485.684.187-40|4057|20170919074426
82|485.684.187-40|1816|20170919064426
82|485.684.187-40|3499|20170919054426
82|485.684.187-40|8|20170919044426
82|485.684.187-40|1821|20170919034426
82|485.684.187-40|846|20170919024426
83|742.761.139-03|1658|20170919014426
84|246.224.491-37|4826|20170919004426
85|388.898.876-48|1323|20170918234426
86|956.931.499-00|4360|20170918224426
86|956.931.499-00|4057|20170918214426
87|163.864.876-05|1254|20170918204426
87|163.864.876-05|1995|20170918194426
88|156.171.286-80|3847|20170918184426
89|894.113.634-23|4323|20170918174426
90|734.282.283-32|3024|20170918164426
90|734.282.283-32|4126|20170918154426
90|734.282.283-32|4319|20170918144426
91|533.575.128-23|766|20170918134426
91|533.575.128-23|4788|20170918124426
92|174.947.433-67|2076|20170918114426
93|481.283.324-81|2104|20170918104426
94|658.673.267-05|1392|20170918094426
95|264.582.831-05|588|20170918084426
96|172.932.467-30|1288|20170918074426
97|727.755.848-02|74|20170918064426
97|727.755.848-02|755|20170918054426
98|486.764.516-80|1938|20170918044426
98|486.764.516-80|1186|20170918034426
99|345.751.563-88|372|20170918024426
99|345.751.563-88|3498|20170918014426
99|345.751.563-88|4046|20170918004426
99|345.751.563-88|964|20170917234426
100|461.463.597-00|677|20170917224426
101|455.472.545-68|4814|20170917214426
101|455.472.545-68|1657|20170917204426
101|455.472.545-68|1895|20170917194426
102|459.611.467-66|3724|20170917184426
102|459.611.467-66|3411|20170917174426
102|459.611.467-66|4477|20170917164426
103|359.217.191-70|2481|20170917154426
103|359.217.191-70|1660|20170917144426
103|359.217.191-70|172|20170917134426
103|359.217.191-70|2878|20170917124426
104|899.156.535-22|3968|20170917114426
105|153.851.459-12|898|20170917104426
106|772.619.377-89|3553|20170917094426
106|772.619.377-89|208|20170917084426
107|451.196.716-40|583|20170917074426
107|451.196.716-40|1317|20170917064426
107|451.196.716-40|468|20170917054426
107|451.196.716-40|3308|20170917044426
108|937.125.458-00|2489|20170917034426
109|141.177.217-20|182|20170917024426
109|141.177.217-20|1481|20170917014426
109|141.177.217-20|389|20170917004426
109|141.177.217-20|4416|20170916234426
109|141.177.217-20|2669|20170916224426
109|141.177.217-20|3095|20170916214426
110|522.623.116-41|4029|20170916204426
110|522.623.116-41|448|20170916194426
111|624.178.224-07|664|20170916184426
111|624.178.224-07|4859|20170916174426
111|624.178.224-07|213|20170916164426
112|141.514.698-50|4757|20170916154426
112|141.514.698-50|4824|20170916144426
113|984.178.878-06|4406|20170916134426
113|984.178.878-06|4690|20170916124426
114|156.745.136-51|339|20170916114426
114|156.745.136-51|1291|20170916104426
115|573.282.247-03|1880|20170916094426
116|989.871.378-05|342|20170916084426
116|989.871.378-05|4781|20170916074426
117|886.559.578-79|4502|20170916064426
117|886.559.578-79|2409|20170916054426
118|739.698.448-35|1361|20170916044426
119|781.389.738-20|4324|20170916034426
120|437.755.643-65|1811|20170916024426
120|437.755.643-65|383|20170916014426
120|437.755.643-65|2534|20170916004426
120|437.755.643-65|4894|20170915234426
121|388.585.432-54|1712|20170915224426
122|255.357.981-00|2843|20170915214426
122|255.357.981-00|334|20170915204426
122|255.357.981-00|2682|20170915194426
123|658.666.592-20|984|20170915184426
123|658.666.592-20|3956|20170915174426
124|814.788.322-66|2988|20170915164426
125|548.844.979-53|352|20170915154426
126|532.769.577-87|182|20170915144426
127|493.556.893-30|271|20170915134426
127|493.556.893-30|551|20170915124426
128|587.224.123-28|1957|20170915114426
129|284.964.764-05|2143|20170915104426
130|614.549.995-86|3269|20170915094426
131|724.716.731-98|391|20170915084426
131|724.716.731-98|2085|20170915074426
131|724.716.731-98|1326|20170915064426
132|721.551.953-89|1861|20170915054426
133|212.637.765-23|3204|20170915044426
134|163.789.187-32|2694|20170915034426
135|621.222.765-92|2492|20170915024426
136|684.366.115-78|4581|20170915014426
136|684.366.115-78|1249|20170915004426
137|444.861.436-04|1088|20170914234426
137|444.861.436-04|3314|20170914224426
138|783.199.377-01|3340|20170914214426
139|573.665.393-17|4225|20170914204426
140|631.124.818-28|898|20170914194426
141|317.984.477-97|3855|20170914184426
141|317.984.477-97|1763|20170914174426
141|317.984.477-97|3479|20170914164426
141|317.984.477-97|856|20170914154426
142|663.657.198-50|2689|20170914144426
142|663.657.198-50|3160|20170914134426
143|145.778.313-41|2222|20170914124426
144|512.559.567-55|3875|20170914114426
144|512.559.567-55|1487|20170914104426
145|375.839.466-03|830|20170914094426
145|375.839.466-03|4509|20170914084426
145|375.839.466-03|766|20170914074426
145|375.839.466-03|1549|20170914064426
145|375.839.466-03|4858|20170914054426
146|648.414.359-56|2561|20170914044426
146|648.414.359-56|4773|20170914034426
146|648.414.359-56|4141|20170914024426
147|216.298.993-05|4515|20170914014426
148|214.946.485-39|3931|20170914004426
148|214.946.485-39|3444|20170913234426
149|768.587.168-82|2256|20170913224426
150|922.425.129-35|3957|20170913214426
150|922.425.129-35|3434|20170913204426
150|922.425.129-35|2832|20170913194426
150|922.425.129-35|4003|20170913184426
150|922.425.129-35|2956|20170913174426
151|553.155.144-47|191|20170913164426
151|553.155.144-47|1390|20170913154426
152|126.948.238-66|2318|20170913144426
152|126.948.238-66|170|20170913134426
153|578.124.183-32|4291|20170913124426
154|697.733.227-18|648|20170913114426
155|492.611.338-43|594|20170913104426
156|929.677.212-55|3651|20170913094426
157|753.467.829-31|2926|20170913084426
157|753.467.829-31|953|20170913074426
157|753.467.829-31|1273|20170913064426
158|237.814.111-41|3596|20170913054426
159|434.966.816-08|747|20170913044426
159|434.966.816-08|2118|20170913034426
160|455.336.169-85|4085|20170913024426
160|455.336.169-85|4890|20170913014426
161|283.465.989-39|1976|20170913004426
162|148.717.264-87|2044|20170912234426
163|363.852.363-23|4298|20170912224426
164|444.493.398-43|2869|20170912214426
164|444.493.398-43|4919|20170912204426
164|444.493.398-43|1586|20170912194426
164|444.493.398-43|3634|20170912184426
165|559.626.812-74|2125|20170912174426
166|768.363.745-98|823|20170912164426
166|768.363.745-98|3158|20170912154426
166|768.363.745-98|1327|20170912144426
167|174.541.647-14|1648|20170912134426
168|419.341.413-21|130|20170912124426
169|245.528.949-43|992|20170912114426
170|215.448.813-71|596|20170912104426
171|269.992.845-39|1988|20170912094426
172|847.222.582-87|4103|20170912084426
172|847.222.582-87|3769|20170912074426
173|336.232.924-19|858|20170912064426
174|659.544.564-61|2631|20170912054426
174|659.544.564-61|111|20170912044426
174|659.544.564-61|2378|20170912034426
174|659.544.564-61|3944|20170912024426
174|659.544.564-61|975|20170912014426
175|615.439.356-30|1222|20170912004426
175|615.439.356-30|2677|20170911234426
175|615.439.356-30|3471|20170911224426
176|545.285.269-72|4948|20170911214426
177|735.761.816-10|3067|20170911204426
178|153.481.389-67|284|20170911194426
178|153.481.389-67|908|20170911184426
179|868.971.832-02|1287|20170911174426
179|868.971.832-02|2207|20170911164426
179|868.971.832-02|3205|20170911154426
180|815.868.743-14|998|20170911144426
180|815.868.743-14|4141|20170911134426
181|399.913.494-13|495|20170911124426
181|399.913.494-13|2020|20170911114426
181|399.913.494-13|1014|20170911104426
181|399.913.494-13|2254|20170911094426
182|477.937.636-02|3407|20170911084426
183|283.625.286-30|99|20170911074426
183|283.625.286-30|318|20170911064426
183|283.625.286-30|1804|20170911054426
183|283.625.286-30|3443|20170911044426
183|283.625.286-30|4251|20170911034426
183|283.625.286-30|908|20170911024426
184|252.174.599-56|3698|20170911014426
185|944.177.199-69|3407|20170911004426
185|944.177.199-69|2083|20170910234426
185|944.177.199-69|1817|20170910224426
185|944.177.199-69|2052|20170910214426
185|944.177.199-69|3435|20170910204426
185|944.177.199-69|1164|20170910194426
185|944.177.199-69|478|20170910184426
186|847.211.874-67|3509|20170910174426
187|546.293.953-18|2137|20170910164426
187|546.293.953-18|3497|20170910154426
187|546.293.953-18|3967|20170910144426
188|527.494.157-56|3516|20170910134426
189|475.762.928-14|4385|20170910124426
190|864.358.157-71|1727|20170910114426
190|864.358.157-71|81|20170910104426
191|983.642.213-70|3269|20170910094426
191|983.642.213-70|399|20170910084426
192|317.522.272-20|4583|20170910074426
192|317.522.272-20|692|20170910064426
193|741.564.978-87|3431|20170910054426
193|741.564.978-87|1117|20170910044426
193|741.564.978-87|4287|20170910034426
194|723.641.574-04|4093|20170910024426
195|234.249.814-43|1164|20170910014426
196|557.862.565-70|1880|20170910004426
196|557.862.565-70|10|20170909234426
196|557.862.565-70|4748|20170909224426
197|368.735.388-50|2081|20170909214426
197|368.735.388-50|154|20170909204426
198|118.436.365-06|4081|20170909194426
199|545.946.361-01|248|20170909184426
199|545.946.361-01|1220|20170909174426
199|545.946.361-01|1226|20170909164426
199|545.946.361-01|2014|20170909154426
200|261.988.673-23|4286|20170909144426
200|261.988.673-23|2558|20170909134426
201|918.377.416-54|2340|20170909124426
202|375.442.868-35|1335|20170909114426
202|375.442.868-35|4813|20170909104426
202|375.442.868-35|2197|20170909094426
203|848.965.653-39|3033|20170909084426
204|597.678.229-92|1924|20170909074426
205|683.823.442-40|4366|20170909064426
205|683.823.442-40|3080|20170909054426
206|349.332.819-20|3016|20170909044426
207|716.225.333-48|2847|20170909034426
208|317.522.272-20|4668|20170909024426
209|174.167.281-34|1211|20170909014426
210|265.781.435-21|4495|20170909004426
210|265.781.435-21|334|20170908234426
210|265.781.435-21|1871|20170908224426
210|265.781.435-21|124|20170908214426
210|265.781.435-21|970|20170908204426
211|417.138.778-72|1743|20170908194426
211|417.138.778-72|2261|20170908184426
211|417.138.778-72|2897|20170908174426
211|417.138.778-72|4531|20170908164426
211|417.138.778-72|3812|20170908154426
212|456.786.821-80|2497|20170908144426
212|456.786.821-80|4647|20170908134426
212|456.786.821-80|3643|20170908124426
212|456.786.821-80|4757|20170908114426
212|456.786.821-80|4201|20170908104426
212|456.786.821-80|3203|20170908094426
212|456.786.821-80|2705|20170908084426
212|456.786.821-80|3188|20170908074426
212|456.786.821-80|550|20170908064426
213|249.978.844-56|131|20170908054426
214|969.531.586-03|4167|20170908044426
214|969.531.586-03|389|20170908034426
214|969.531.586-03|4990|20170908024426
214|969.531.586-03|4803|20170908014426
215|128.617.983-19|3284|20170908004426
216|482.294.741-68|4556|20170907234426
216|482.294.741-68|2138|20170907224426
216|482.294.741-68|4078|20170907214426
216|482.294.741-68|9564|20170907204426
217|445.498.644-43|3223|20170907194426
217|445.498.644-43|1972|20170907184426
218|393.226.139-98|2823|20170907174426
218|393.226.139-98|2256|20170907164426
218|393.226.139-98|2745|20170907154426
219|525.444.935-77|386|20170907144426
219|525.444.935-77|3230|20170907134426
220|118.763.767-08|2999|20170907124426
221|119.611.665-26|2027|20170907114426
221|119.611.665-26|2190|20170907104426
222|487.192.222-70|1787|20170907094426
223|448.667.413-84|1719|20170907084426
223|448.667.413-84|327|20170907074426
224|261.575.429-77|2370|20170907064426
224|261.575.429-77|2326|20170907054426
225|912.728.655-09|2968|20170907044426
226|693.992.285-76|3639|20170907034426
227|827.136.629-74|4786|20170907024426
227|827.136.629-74|1000|20170907014426
228|413.722.814-01|1664|20170907004426
229|449.739.982-65|3044|20170906234426
229|449.739.982-65|2984|20170906224426
229|449.739.982-65|2368|20170906214426
230|249.184.712-42|4417|20170906204426
231|266.317.759-81|1213|20170906194426
231|266.317.759-81|4094|20170906184426
231|266.317.759-81|3851|20170906174426
231|266.317.759-81|1057|20170906164426
232|259.794.229-51|1622|20170906154426
232|259.794.229-51|324|20170906144426
233|197.646.473-08|2194|20170906134426
234|441.691.238-24|1767|20170906124426
234|441.691.238-24|712|20170906114426
235|929.997.783-68|3344|20170906104426
235|929.997.783-68|4103|20170906094426
236|116.524.681-37|1571|20170906084426
237|456.614.529-85|2440|20170906074426
238|147.584.482-48|1186|20170906064426
239|948.252.212-54|318|20170906054426
240|773.232.628-87|1057|20170906044426
241|735.512.799-34|1913|20170906034426
242|193.859.789-34|6884|20170906024426
242|193.859.789-34|3484|20170906014426
242|193.859.789-34|318|20170906004426
243|278.313.527-24|3904|20170905234426
244|526.727.677-42|2231|20170905224426
245|388.685.779-41|1806|20170905214426
245|388.685.779-41|1626|20170905204426
246|546.123.898-08|2900|20170905194426
247|413.835.443-36|802|20170905184426
247|413.835.443-36|2427|20170905174426
247|413.835.443-36|4020|20170905164426
247|413.835.443-36|3850|20170905154426
248|559.745.566-40|2183|20170905144426
249|614.578.132-70|754|20170905134426
250|565.546.354-75|549|20170905124426
251|448.148.972-35|1722|20170905114426
251|448.148.972-35|1706|20170905104426
251|448.148.972-35|4781|20170905094426
252|762.125.534-08|3319|20170905084426
253|596.386.813-06|807|20170905074426
254|185.481.462-14|3641|20170905064426
255|382.525.867-08|2229|20170905054426
255|382.525.867-08|1503|20170905044426
255|382.525.867-08|3996|20170905034426
256|885.145.478-79|3469|20170905024426
257|682.845.397-21|1684|20170905014426
258|166.493.581-93|4720|20170905004426
258|166.493.581-93|1106|20170904234426
259|532.559.296-36|1655|20170904224426
260|758.151.197-92|449|20170904214426
261|986.954.716-83|4341|20170904204426
261|986.954.716-83|807|20170904194426
262|271.995.472-18|4713|20170904184426
262|271.995.472-18|1611|20170904174426
262|271.995.472-18|3792|20170904164426
262|271.995.472-18|1390|20170904154426
263|911.197.951-84|530|20170904144426
264|458.433.586-90|3773|20170904134426
264|458.433.586-90|1000|20170904124426
265|121.259.719-25|3386|20170904114426
265|121.259.719-25|581|20170904104426
265|121.259.719-25|2895|20170904094426
266|748.929.277-83|2501|20170904084426
266|748.929.277-83|917|20170904074426
267|788.124.684-70|987|20170904064426
268|176.369.436-46|2033|20170904054426
269|989.917.922-19|4875|20170904044426
270|523.867.727-80|467|20170904034426
270|523.867.727-80|2989|20170904024426
270|523.867.727-80|99|20170904014426
271|991.658.374-95|352|20170904004426
271|991.658.374-95|2271|20170903234426
272|582.918.845-79|211|20170903224426
273|362.711.295-44|1457|20170903214426
274|447.382.483-75|646|20170903204426
274|447.382.483-75|4199|20170903194426
275|487.323.856-09|1187|20170903184426
276|255.732.913-43|456|20170903174426
277|249.497.211-60|4571|20170903164426
277|249.497.211-60|2721|20170903154426
277|249.497.211-60|2824|20170903144426
278|637.271.792-10|2031|20170903134426
278|637.271.792-10|955|20170903124426
278|637.271.792-10|3636|20170903114426
279|983.453.616-09|2437|20170903104426
280|872.442.414-53|2416|20170903094426
280|872.442.414-53|2553|20170903084426
281|721.917.388-18|8|20170903074426
282|937.969.597-76|3656|20170903064426
282|937.969.597-76|140|20170903054426
282|937.969.597-76|3520|20170903044426
283|816.299.337-16|4910|20170903034426
284|654.826.524-67|1443|20170903024426
285|646.821.712-16|3027|20170903014426
286|653.944.212-26|1990|20170903004426
287|991.667.175-31|855|20170902234426
288|561.321.658-43|1737|20170902224426
289|316.737.354-79|1980|20170902214426
289|316.737.354-79|2170|20170902204426
290|529.269.341-30|3974|20170902194426
290|529.269.341-30|2078|20170902184426
291|226.552.165-55|4581|20170902174426
291|226.552.165-55|2350|20170902164426
292|898.936.756-50|140|20170902154426
293|973.652.484-16|1061|20170902144426
293|973.652.484-16|2642|20170902134426
293|973.652.484-16|3610|20170902124426
293|973.652.484-16|4736|20170902114426
294|356.687.384-50|4484|20170902104426
294|356.687.384-50|519|20170902094426
294|356.687.384-50|4888|20170902084426
294|356.687.384-50|2108|20170902074426
295|394.387.461-37|1249|20170902064426
295|394.387.461-37|2738|20170902054426
295|394.387.461-37|2605|20170902044426
296|743.687.598-18|939|20170902034426
297|716.492.775-80|1963|20170902024426
298|773.636.689-65|2439|20170902014426
298|773.636.689-65|2823|20170902004426
298|773.636.689-65|4071|20170901234426
298|773.636.689-65|3804|20170901224426
299|769.213.972-54|4119|20170901214426
299|769.213.972-54|3498|20170901204426
299|769.213.972-54|2474|20170901194426
300|973.755.197-49|1649|20170901184426
300|973.755.197-49|3616|20170901174426
300|973.755.197-49|4832|20170901164426
300|973.755.197-49|2739|20170901154426
300|973.755.197-49|2292|20170901144426
300|973.755.197-49|3824|20170901134426
300|973.755.197-49|3213|20170901124426
301|988.629.237-75|1536|20170901114426
301|988.629.237-75|337|20170901104426
302|444.784.644-64|246|20170901094426
302|444.784.644-64|1400|20170901084426
302|444.784.644-64|4749|20170901074426
303|858.717.225-55|1033|20170901064426
303|858.717.225-55|4504|20170901054426
304|432.726.464-42|678|20170901044426
304|432.726.464-42|4595|20170901034426
305|296.798.842-10|2263|20170901024426
305|296.798.842-10|1058|20170901014426
306|796.115.143-52|2629|20170901004426
306|796.115.143-52|4572|20170831234426
307|619.958.577-18|1748|20170831224426
308|248.683.728-07|2829|20170831214426
308|248.683.728-07|1939|20170831204426
309|169.747.563-99|937|20170831194426
309|169.747.563-99|3164|20170831184426
309|169.747.563-99|4777|20170831174426
310|258.866.658-20|3931|20170831164426
310|258.866.658-20|787|20170831154426
310|258.866.658-20|2882|20170831144426
311|718.276.487-32|1773|20170831134426
311|718.276.487-32|3669|20170831124426
312|428.735.721-32|4867|20170831114426
312|428.735.721-32|1089|20170831104426
313|836.794.822-05|796|20170831094426
314|474.339.364-75|486|20170831084426
314|474.339.364-75|4409|20170831074426
315|999.321.992-49|904|20170831064426
316|748.436.728-15|1256|20170831054426
317|249.653.727-19|2367|20170831044426
318|697.269.383-76|2818|20170831034426
319|523.882.963-90|3088|20170831024426
319|523.882.963-90|371|20170831014426
320|227.549.571-11|4573|20170831004426
320|227.549.571-11|3527|20170830234426
320|227.549.571-11|47|20170830224426
320|227.549.571-11|2151|20170830214426
320|227.549.571-11|2445|20170830204426
321|972.942.151-03|1722|20170830194426
322|757.153.562-02|4289|20170830184426
323|241.674.343-00|3430|20170830174426
324|697.126.543-20|425|20170830164426
324|697.126.543-20|1879|20170830154426
325|739.767.695-25|2228|20170830144426
325|739.767.695-25|4633|20170830134426
325|739.767.695-25|584|20170830124426
325|739.767.695-25|3679|20170830114426
325|739.767.695-25|3811|20170830104426
325|739.767.695-25|4229|20170830094426
325|739.767.695-25|2633|20170830084426
326|892.537.214-21|1558|20170830074426
326|892.537.214-21|1389|20170830064426
327|429.136.647-76|2019|20170830054426
327|429.136.647-76|1982|20170830044426
328|395.561.254-69|2986|20170830034426
329|939.589.664-70|4954|20170830024426
329|939.589.664-70|2846|20170830014426
330|811.332.956-06|407|20170830004426
331|394.969.661-01|688|20170829234426
331|394.969.661-01|2656|20170829224426
332|589.631.498-11|822|20170829214426
332|589.631.498-11|226|20170829204426
332|589.631.498-11|1156|20170829194426
332|589.631.498-11|1481|20170829184426
333|812.668.352-02|1388|20170829174426
333|812.668.352-02|1734|20170829164426
334|255.546.378-09|3407|20170829154426
335|912.646.245-14|2138|20170829144426
336|667.156.719-07|1799|20170829134426
337|217.351.636-19|1395|20170829124426
337|217.351.636-19|4668|20170829114426
338|259.447.872-52|3710|20170829104426
338|259.447.872-52|848|20170829094426
339|914.256.484-01|1138|20170829084426
340|226.292.253-56|3221|20170829074426
341|465.199.386-96|4466|20170829064426
342|974.339.889-98|1044|20170829054426
342|974.339.889-98|2163|20170829044426
343|642.596.135-02|240|20170829034426
343|642.596.135-02|158|20170829024426
344|732.654.344-51|1374|20170829014426
344|732.654.344-51|2998|20170829004426
344|732.654.344-51|440|20170828234426
344|732.654.344-51|1314|20170828224426
344|732.654.344-51|2914|20170828214426
344|732.654.344-51|59|20170828204426
344|732.654.344-51|3825|20170828194426
344|732.654.344-51|3623|20170828184426
344|732.654.344-51|761|20170828174426
345|269.236.736-74|4202|20170828164426
345|269.236.736-74|2427|20170828154426
346|499.672.191-06|728|20170828144426
346|499.672.191-06|2964|20170828134426
347|144.328.191-38|2361|20170828124426
348|728.599.267-47|4486|20170828114426
348|728.599.267-47|3556|20170828104426
349|557.888.175-01|3163|20170828094426
350|858.225.642-67|2657|20170828084426
351|145.941.442-09|1534|20170828074426
351|145.941.442-09|2753|20170828064426
352|168.349.758-96|2925|20170828054426
353|781.916.821-84|3419|20170828044426
353|781.916.821-84|4308|20170828034426
353|781.916.821-84|3031|20170828024426
353|781.916.821-84|4531|20170828014426
353|781.916.821-84|4736|20170828004426
353|781.916.821-84|2615|20170827234426
354|189.537.473-17|4425|20170827224426
354|189.537.473-17|3243|20170827214426
355|521.431.212-10|1097|20170827204426
356|365.987.741-79|2218|20170827194426
356|365.987.741-79|1581|20170827184426
357|619.118.229-50|3661|20170827174426
357|619.118.229-50|4130|20170827164426
357|619.118.229-50|1484|20170827154426
357|619.118.229-50|1601|20170827144426
357|619.118.229-50|1191|20170827134426
357|619.118.229-50|1634|20170827124426
357|619.118.229-50|3794|20170827114426
358|996.234.563-44|2219|20170827104426
359|326.751.915-23|1398|20170827094426
360|499.122.648-19|3426|20170827084426
360|499.122.648-19|1248|20170827074426
361|148.484.332-07|1094|20170827064426
361|148.484.332-07|106|20170827054426
362|494.835.288-87|204|20170827044426
363|348.532.326-80|2873|20170827034426
363|348.532.326-80|4161|20170827024426
364|894.527.545-24|3193|20170827014426
365|299.289.384-66|2212|20170827004426
366|959.924.615-23|45|20170826234426
367|397.384.685-58|3375|20170826224426
367|397.384.685-58|3248|20170826214426
367|397.384.685-58|184|20170826204426
368|321.251.993-27|3942|20170826194426
368|321.251.993-27|2420|20170826184426
